country,year,agriculture_value,gdp_per_capita,population,poverty_headcount,school_enrollment,unemployment_rate,agriculture_value_change,gdp_per_capita_change,population_change,poverty_headcount_change,school_enrollment_change,unemployment_rate_change
ET,2003,37.2850554139561,116.800491132777,73832663.0,33.67153284671533,46.78406,3.008,-3.637193110646597,6.575806865557365,3.06711822851784,0.0,1.562114670566106,-1.5062213490504184
ET,2004,38.6797549469264,133.169812538096,76077206.0,41.3,49.57821,2.776,3.7406395605040554,14.014771039541785,3.0400406931008206,22.655538694992394,5.972440185823991,-7.71276595744681
ET,2005,41.1744985607337,158.243458082465,78367470.0,33.67153284671533,60.38556,2.497,6.449739966632184,18.828325328757334,3.0104470450715626,-18.470864777928973,21.798588533147935,-10.050432276657062
ET,2006,42.5241701226393,189.345737521418,80703490.0,33.67153284671533,65.01391,2.337,3.2779307801764412,19.65470156923943,2.9808541732941007,0.0,7.6646635387665585,-6.407689227072478
ET,2007,42.2650121920913,237.146255996319,83103217.0,33.67153284671533,70.07064,2.337,-0.6094367739584161,25.245098781003207,2.9735108109946617,0.0,7.777920140474559,0.0
ET,2008,45.1845583729593,316.410475118075,85543668.0,33.67153284671533,75.77882,2.326,6.907714039212598,33.42419166127857,2.936650454819345,0.0,8.146322054429644,-0.470688917415496
ET,2009,45.8826942649105,368.574712267445,88007636.0,33.67153284671533,75.36213,2.326,1.5450762762550196,16.486254802374624,2.880362810722592,0.0,-0.5498766014039314,0.0
ET,2010,41.4468200699758,330.619412798644,90538514.0,37.4,73.35168,2.295,-9.667859017440271,-10.297857722062032,2.875748190759264,11.073054411445904,-2.667719184688644,-1.3327601031814296
ET,2011,41.2499638574537,343.024942351887,93149970.0,33.67153284671533,77.23446,2.27,-0.4749609552427425,3.752208452683403,2.8843592462761247,-9.969163511456337,5.293375693644631,-1.0893246187363759
ET,2012,44.3309427521463,452.101031885754,95798767.0,33.67153284671533,78.49475,2.252,7.469046288960279,31.79829687777427,2.843583309796016,0.0,1.631771621113165,-0.7929515418502286
ET,2013,41.2395055340925,484.039833104062,98438751.0,33.67153284671533,80.67822719063545,2.251,-6.973542690797219,7.064527387846997,2.755759894070442,0.0,2.7816856422059555,-0.0444049733570151
ET,2014,38.5204496889284,549.986577082588,101115610.0,33.67153284671533,85.10069,2.361,-6.593327950831684,13.62423905396819,2.7193142667972348,0.0,5.481606330930733,4.886717014660169
ET,2015,36.0569753905786,597.912113218663,103867135.0,33.0,84.62346,2.442,-6.395237641937124,8.713946509439685,2.721167384541312,-1.994363754606554,-0.5607827621609274,3.4307496823379857
ET,2016,34.6969564523634,641.651523286233,106718162.0,33.67153284671533,80.67822719063545,2.556,-3.77186084934501,7.315357742480466,2.7448788300553417,2.034948020349492,-4.662102931461964,4.668304668304657
ET,2017,33.7792813400479,696.348429076216,109666481.0,33.67153284671533,80.67822719063545,2.665,-2.644828844211178,8.524394286458104,2.7627153098832347,0.0,0.0,4.264475743348983
ET,2018,31.2188066487174,739.702022272086,112664152.0,33.67153284671533,80.67822719063545,2.811,-7.580015292672504,6.225847777582172,2.733443229568011,0.0,0.0,5.4784240150093755
ET,2019,33.6333246930874,793.473247210264,115737383.0,33.67153284671533,80.67822719063545,2.928,7.734177899683425,7.269308899955851,2.7277807052592973,0.0,0.0,4.162219850586979
ET,2020,35.5582700374118,829.790982547947,118917671.0,33.67153284671533,80.67822719063545,3.998,5.723327568386449,4.577058579526261,2.747848549504517,0.0,0.0,36.54371584699454
ET,2021,37.5791137568863,893.00983544905,122138588.0,38.6,80.67822719063545,3.935,5.683189079075879,7.618647855991867,2.708526809274625,14.636895729460232,0.0,-1.5757878939469783
ET,2022,37.6422268385035,982.103161506992,125384287.0,33.67153284671533,80.67822719063545,3.386,0.16794723267157252,9.976746338201469,2.657390308130947,-12.768049619908473,0.0,-13.951715374841168
ET,2023,35.7864807848152,1055.81091592527,128691692.0,33.67153284671533,80.67822719063545,3.375,-4.929958213285335,7.505092876921071,2.6378145771965844,0.0,0.0,-0.32486709982280093
ET,2024,34.7737782043855,1133.88279681719,132059767.0,33.67153284671533,80.67822719063545,3.357,-2.829846797507407,7.394494574201382,2.6171658384909646,0.0,0.0,-0.5333333333333301
ET,2025,21.69014588257372,1521.7108224729895,63267350.39333333,33.67153284671533,80.67822719063545,3.323,-37.62499503192246,34.20353732717643,-52.091880948621295,0.0,0.0,-1.0128090557045
GH,2000,35.2715219593039,253.746936203344,19637087.0,33.67153284671533,62.47976,10.456,0.0,0.0,0.0,0.0,0.0,0.0
GH,2001,35.2418001245052,263.542156494853,20167069.0,33.67153284671533,57.346,9.615,-0.08426581317639847,3.8602319452871736,2.698882986055917,0.0,-8.216676888643626,-8.043228768171373
GH,2002,35.1483770619295,297.46164468774,20729388.0,33.67153284671533,59.89725,8.711,-0.26509163052296225,12.870611914245856,2.788303049887908,0.0,4.4488717608900386,-9.401976079043163
GH,2003,36.5454059013539,358.39927142073,21296705.0,33.67153284671533,59.57402,7.728,3.9746610119804737,20.485877026921973,2.7367764065200584,0.0,-0.5396408015393095,-11.28458271151418
GH,2004,37.9524260930096,406.132105329565,21868298.0,33.67153284671533,80.67822719063545,6.758,3.8500603754508367,13.31834010700339,2.6839504045344187,0.0,35.42518566085595,-12.551759834368525
GH,2005,37.4530129301836,478.611909191028,22449438.0,60.9,63.70558,5.816,-1.3158925903764218,17.8463615435297,2.6574541832199206,80.8649468892261,-21.037456798016407,-13.93903521751998
GH,2006,28.3330959873622,906.441027564887,23040702.0,33.67153284671533,62.81248,4.897,-24.350289147155912,89.38956807343041,2.6337585822861165,-44.71012668848058,-1.401918010949743,-15.80123796423658
GH,2007,27.294114484663,1050.12461524926,23642279.0,33.67153284671533,68.15086,5.104,-3.6670242572948264,15.851399408781441,2.6109317328959936,0.0,8.498916138958368,4.227077802736368
GH,2008,29.4080967578414,1182.65761256016,24249946.0,33.67153284671533,73.32313,5.144,7.745194570669356,12.62069238129817,2.5702556001475196,0.0,7.589442011443448,0.7836990595611271
GH,2009,30.9933842095403,1047.70430093586,24862664.0,33.67153284671533,72.36103,5.362,5.390649604946618,-11.411021261864596,2.526677791364973,0.0,-1.3121371114408364,4.237947122861585
GH,2010,28.0387379636491,1263.89251760539,25474995.0,33.67153284671533,80.67822719063545,5.384,-9.533151416816576,20.634468759593737,2.4628535381405525,0.0,11.49402819533587,0.41029466616935295
GH,2011,23.663704967184,1507.43573198753,26095088.0,33.67153284671533,80.58882,4.213,-15.603530380494036,19.26929790229035,2.4341241283855064,0.0,-0.11081947849969076,-21.74962852897474
GH,2012,22.1311546901572,1543.77524235764,26734268.0,41.8,79.38927,3.126,-6.4763750188404074,2.4106838917899998,2.4494264974312507,24.14047257749836,-1.4884819010875239,-25.80109185853312
GH,2013,20.3698425406713,2294.79584693743,27386193.0,33.67153284671533,84.93016,2.173,-7.958518993449726,48.64831252461579,2.438536936938007,-19.44609366814514,6.979394066729672,-30.486244401791417
GH,2014,19.5837731324669,1949.90832923846,28041592.0,33.67153284671533,86.99201,4.403,-3.8589861783904444,-15.029115472700848,2.3931730854303224,0.0,2.4277005954068454,102.62310170271513
GH,2015,19.9826505985758,1722.77282833606,28696068.0,33.67153284671533,89.28957,6.806,2.036775361983856,-11.648522009806905,2.3339473736013305,0.0,2.641116120894327,54.57642516466048
GH,2016,20.8442929192419,1912.47991339951,29356742.0,39.0,86.38027,5.256,4.31195209271944,11.011729575899952,2.3023154252352684,15.824842835464992,-3.2582752946396787,-22.7740229209521
GH,2017,19.5617099184239,2012.28662641265,30008354.0,33.67153284671533,85.1822,3.369,-6.1531614710423455,5.218706471835799,2.21963322769263,-13.662736290473509,-1.3869718165965494,-35.901826484018265
GH,2018,18.1365503192521,2195.32166016377,30637585.0,33.67153284671533,84.48045,3.204,-7.285455132066643,9.095872891498601,2.0968527630672362,0.0,-0.8238223478613915,-4.897595725734638
